Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit Margin,Order Year,Order Month
286,CA-2015-130883,,10-02-2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Portland,Oregon,97206.00,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,31.10,6.00,20.00%,10.89,35%,1900,1
287,CA-2016-112697,,,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,33319.00,South,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,254.06,7.00,70.00%,-169.37,-67%,1900,1
288,CA-2016-112697,,,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,33319.00,South,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax-Phone Line Protection",194.53,2.00,20.00%,24.32,13%,1900,1
289,CA-2016-112697,,,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,33319.00,South,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,961.48,5.00,20.00%,-204.31,-21%,1900,1
290,CA-2016-110772,,,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229.00,East,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,19.10,7.00,20.00%,6.68,35%,1900,1
291,CA-2016-110772,,,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229.00,East,OFF-LA-10004689,Office Supplies,Labels,Avery 512,18.50,8.00,20.00%,6.24,34%,1900,1
292,CA-2016-110772,,,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229.00,East,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,255.98,2.00,20.00%,54.40,21%,1900,1
293,CA-2016-110772,,,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229.00,East,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",86.97,3.00,50.00%,-48.70,-56%,1900,1
294,CA-2014-111451,,,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906.00,West,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",300.42,8.00,20.00%,78.86,26%,1900,1
295,CA-2014-111451,,,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906.00,West,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,230.35,3.00,20.00%,20.16,9%,1900,1
296,CA-2014-111451,,,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906.00,West,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,218.35,3.00,20.00%,-24.56,-11%,1900,1
297,CA-2014-111451,,,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906.00,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,78.60,5.00,70.00%,-62.88,-80%,1900,1
298,CA-2014-111451,,,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906.00,West,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800-Box",27.55,3.00,20.00%,9.30,34%,1900,1
299,CA-2016-142545,,11-03-2016,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109.00,East,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,32.40,5.00,0.00%,15.55,48%,1900,1
300,CA-2016-142545,,11-03-2016,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109.00,East,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",1082.48,8.00,0.00%,10.82,1%,1900,1
301,CA-2016-142545,,11-03-2016,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109.00,East,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,56.91,3.00,0.00%,27.32,48%,1900,1
302,CA-2016-142545,,11-03-2016,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109.00,East,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.60,4.00,0.00%,38.02,49%,1900,1
303,CA-2016-142545,,11-03-2016,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109.00,East,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,14.28,1.00,0.00%,6.57,46%,1900,1
304,US-2017-152380,,,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Chicago,Illinois,60623.00,Central,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,219.08,3.00,50.00%,-131.45,-60%,1900,1
305,CA-2015-144253,05-04-2015,05-09-2015,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,New York City,New York,10024.00,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,26.80,2.00,0.00%,12.86,48%,2015,4
306,CA-2014-130960,,01-04-2015,Standard Class,KB-16600,Ken Brennan,Corporate,United States,Taylor,Michigan,48180.00,Central,OFF-AR-10003651,Office Supplies,Art,Newell 350,9.84,3.00,0.00%,2.85,29%,1900,1
307,CA-2014-111003,06-01-2014,06-06-2014,Standard Class,CR-12625,Corey Roper,Home Office,United States,Lakewood,New Jersey,8701.00,East,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1-2 x 11, unpunched, 25 covers per pack",45.48,3.00,0.00%,20.92,46%,2014,1
308,CA-2014-111003,06-01-2014,06-06-2014,Standard Class,CR-12625,Corey Roper,Home Office,United States,Lakewood,New Jersey,8701.00,East,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,289.20,6.00,0.00%,83.87,29%,2014,1
309,CA-2017-126774,,,First Class,SH-20395,Shahid Hopkins,Consumer,United States,Arlington,Virginia,22204.00,South,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,4.89,1.00,0.00%,2.00,41%,1900,1
310,CA-2016-142902,09-12-2016,,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004.00,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.14,4.00,20.00%,3.59,24%,2016,12
311,CA-2016-142902,09-12-2016,,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004.00,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466.77,2.00,20.00%,52.51,11%,2016,12
312,CA-2016-142902,09-12-2016,,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004.00,West,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.23,1.00,20.00%,1.71,11%,2016,12
313,CA-2016-142902,09-12-2016,,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004.00,West,OFF-LA-10000634,Office Supplies,Labels,Avery 509,6.26,3.00,20.00%,2.04,33%,2016,12
314,CA-2014-120887,,10-03-2014,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Hackensack,New Jersey,7601.00,East,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87.54,3.00,0.00%,37.64,43%,1900,1
315,CA-2014-167850,08-09-2014,,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,Saint Petersburg,Florida,33710.00,South,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,178.38,2.00,20.00%,22.30,13%,2014,9
316,CA-2014-167850,08-09-2014,,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,Saint Petersburg,Florida,33710.00,South,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,15.55,3.00,20.00%,5.44,35%,2014,9
317,CA-2014-164259,,,First Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19143.00,East,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",99.14,4.00,20.00%,8.67,9%,1900,1
318,CA-2014-164973,11-04-2014,11-09-2014,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024.00,East,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,135.88,1.00,10.00%,24.16,18%,2014,4
319,CA-2014-164973,11-04-2014,11-09-2014,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024.00,East,TEC-MA-10002927,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98,2.00,0.00%,1995.99,50%,2014,4
320,CA-2014-164973,11-04-2014,11-09-2014,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024.00,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,275.94,6.00,0.00%,80.02,29%,2014,4
321,CA-2014-164973,11-04-2014,11-09-2014,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024.00,East,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360.00,4.00,0.00%,129.60,36%,2014,4
322,CA-2014-164973,11-04-2014,11-09-2014,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024.00,East,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",43.57,1.00,0.00%,13.07,30%,2014,4
323,CA-2014-156601,,,Standard Class,FA-14230,Frank Atkinson,Corporate,United States,Long Beach,California,90805.00,West,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,7.16,2.00,0.00%,3.58,50%,1900,1
324,CA-2016-162138,,,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Hesperia,California,92345.00,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,251.52,6.00,20.00%,81.74,33%,1900,1
325,CA-2016-162138,,,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Hesperia,California,92345.00,West,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,99.99,1.00,0.00%,35.00,35%,1900,1
326,CA-2017-153339,11-03-2017,11-05-2017,Second Class,DJ-13510,Don Jones,Corporate,United States,Murfreesboro,Tennessee,37130.00,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.99,1.00,20.00%,1.00,6%,2017,3
327,US-2016-141544,,09-01-2016,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143.00,East,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,290.90,3.00,40.00%,-67.88,-23%,1900,1
328,US-2016-141544,,09-01-2016,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143.00,East,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",54.22,2.00,20.00%,3.39,6%,1900,1
329,US-2016-141544,,09-01-2016,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143.00,East,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel-Tilt Chairs,786.74,4.00,30.00%,-258.50,-33%,1900,1
330,US-2016-141544,,09-01-2016,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143.00,East,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,100.24,10.00,20.00%,33.83,34%,1900,1
331,US-2016-141544,,09-01-2016,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143.00,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,37.76,6.00,70.00%,-27.69,-73%,1900,1
332,US-2016-150147,,,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134.00,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,82.80,2.00,40.00%,-20.70,-25%,1900,1
333,US-2016-150147,,,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134.00,East,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,20.72,2.00,70.00%,-13.82,-67%,1900,1
334,US-2016-150147,,,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134.00,East,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,4.90,3.00,70.00%,-3.43,-70%,1900,1
335,CA-2015-137946,09-01-2015,09-04-2015,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045.00,West,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,4.75,1.00,20.00%,1.60,34%,2015,1
336,CA-2015-137946,09-01-2015,09-04-2015,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045.00,West,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.98,2.00,20.00%,335.99,35%,2015,1
337,CA-2015-137946,09-01-2015,09-04-2015,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045.00,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,14.37,4.00,20.00%,4.49,31%,2015,1
338,CA-2014-129924,07-12-2014,,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,San Francisco,California,94122.00,West,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.71,2.00,20.00%,2.80,36%,2014,12
339,CA-2014-129924,07-12-2014,,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,San Francisco,California,94122.00,West,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,698.35,3.00,20.00%,-17.46,-3%,2014,12
340,CA-2015-128167,,,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Layton,Utah,84041.00,West,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1-4"" Capacity, Black",4.96,4.00,0.00%,2.33,47%,1900,1
341,CA-2014-122336,,,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140.00,East,OFF-AR-10000122,Office Supplies,Art,Newell 314,17.86,4.00,20.00%,1.12,6%,1900,1
342,CA-2014-122336,,,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140.00,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,509.97,10.00,70.00%,-407.98,-80%,1900,1
343,CA-2014-122336,,,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140.00,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,30.99,13.00,20.00%,10.07,33%,1900,1
344,CA-2014-122336,,,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140.00,East,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1-2"" x 4 1-2"" x 1"", White",71.93,12.00,40.00%,8.39,12%,1900,1
345,US-2015-120712,,,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Austin,Texas,78745.00,Central,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor-Drawer,88.80,4.00,20.00%,-2.22,-3%,1900,1
346,CA-2017-169901,,,Standard Class,CC-12550,Clay Cheatham,Consumer,United States,San Francisco,California,94122.00,West,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.98,3.00,20.00%,4.80,10%,1900,1
347,CA-2017-134306,07-08-2017,07-12-2017,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,1852.00,East,OFF-AR-10004027,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12-Box",7.56,3.00,0.00%,3.10,41%,2017,8
348,CA-2017-134306,07-08-2017,07-12-2017,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,1852.00,East,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,24.56,2.00,0.00%,11.54,47%,2017,8
349,CA-2017-134306,07-08-2017,07-12-2017,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,1852.00,East,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",12.96,2.00,0.00%,4.15,32%,2017,8
350,CA-2016-129714,09-01-2016,09-03-2016,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009.00,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,6.79,1.00,0.00%,2.31,34%,2016,1
351,CA-2016-129714,09-01-2016,09-03-2016,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009.00,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,24.56,2.00,0.00%,11.54,47%,2016,1
352,CA-2016-129714,09-01-2016,09-03-2016,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009.00,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,3.05,1.00,20.00%,1.07,35%,2016,1
353,CA-2016-129714,09-01-2016,09-03-2016,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009.00,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,49.12,4.00,0.00%,23.09,47%,2016,1
354,CA-2016-129714,09-01-2016,09-03-2016,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009.00,East,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,4355.17,4.00,20.00%,1415.43,33%,2016,1
355,CA-2016-138520,04-08-2016,,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035.00,East,FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,388.70,6.00,20.00%,-4.86,-1%,2016,8
356,CA-2016-138520,04-08-2016,,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035.00,East,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100-Box",8.26,2.00,0.00%,3.80,46%,2016,8
357,CA-2016-138520,04-08-2016,,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035.00,East,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",17.04,4.00,0.00%,6.99,41%,2016,8
358,CA-2016-138520,04-08-2016,,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035.00,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1-16” x 11”",34.40,5.00,0.00%,15.82,46%,2016,8
359,CA-2016-130001,,,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Charlotte,North Carolina,28205.00,South,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,36.24,5.00,20.00%,11.33,31%,1900,1
360,CA-2017-155698,03-08-2017,03-11-2017,First Class,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907.00,South,OFF-AP-10001124,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84,8.00,0.00%,168.44,26%,2017,8
361,CA-2017-155698,03-08-2017,03-11-2017,First Class,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907.00,South,OFF-LA-10001158,Office Supplies,Labels,"Avery Address-Shipping Labels for Typewriters, 4"" x 2""",20.70,2.00,0.00%,9.94,48%,2017,8
362,CA-2017-144904,,10-01-2017,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009.00,East,OFF-LA-10001158,Office Supplies,Labels,"Avery Address-Shipping Labels for Typewriters, 4"" x 2""",20.70,2.00,0.00%,9.94,48%,1900,1
363,CA-2017-144904,,10-01-2017,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009.00,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,488.65,3.00,10.00%,86.87,18%,1900,1
364,CA-2017-144904,,10-01-2017,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009.00,East,OFF-AR-10003732,Office Supplies,Art,Newell 333,5.56,2.00,0.00%,1.45,26%,1900,1
365,CA-2017-144904,,10-01-2017,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009.00,East,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,47.12,8.00,0.00%,20.73,44%,1900,1
366,CA-2014-123344,,,Standard Class,JD-16060,Julia Dunbar,Consumer,United States,San Francisco,California,94109.00,West,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3-8w x 5-1-4d x 20-1-2h, Black",211.96,4.00,0.00%,8.48,4%,1900,1
367,CA-2016-155516,,,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040.00,East,OFF-BI-10002412,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,23.20,4.00,0.00%,10.44,45%,1900,1
368,CA-2016-155516,,,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040.00,East,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,7.36,2.00,0.00%,0.15,2%,1900,1
369,CA-2016-155516,,,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040.00,East,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,104.79,7.00,0.00%,29.34,28%,1900,1
370,CA-2016-155516,,,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040.00,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1043.92,4.00,0.00%,271.42,26%,1900,1
371,CA-2017-104745,,06-04-2017,Standard Class,GT-14755,Guy Thornton,Consumer,United States,Harlingen,Texas,78550.00,Central,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,25.92,5.00,20.00%,9.40,36%,1900,1
372,CA-2017-104745,,06-04-2017,Standard Class,GT-14755,Guy Thornton,Consumer,United States,Harlingen,Texas,78550.00,Central,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,53.42,3.00,20.00%,4.67,9%,1900,1
373,US-2014-119137,,,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705.00,West,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,8.16,5.00,70.00%,-5.71,-70%,1900,1
374,US-2014-119137,,,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705.00,West,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,1023.94,8.00,20.00%,179.19,18%,1900,1
375,US-2014-119137,,,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705.00,West,OFF-AR-10000658,Office Supplies,Art,Newell 324,9.24,1.00,20.00%,0.92,10%,1900,1
376,US-2014-119137,,,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705.00,West,TEC-AC-10002076,Technology,Accessories,Microsoft Natural Keyboard Elite,479.04,10.00,20.00%,-29.94,-6%,1900,1
377,US-2016-134656,,10-01-2016,First Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Quincy,Illinois,62301.00,Central,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,99.14,4.00,20.00%,30.98,31%,1900,1
378,US-2017-134481,,09-01-2017,Standard Class,AR-10405,Allen Rosenblatt,Corporate,United States,Franklin,Massachusetts,2038.00,East,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1-2""H x 24""W x 20""D",1488.42,7.00,30.00%,-297.68,-20%,1900,1
379,CA-2015-130792,,05-05-2015,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Houston,Texas,77095.00,Central,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,8.65,3.00,80.00%,-20.33,-235%,1900,1
380,CA-2015-130792,,05-05-2015,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Houston,Texas,77095.00,Central,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,23.83,3.00,20.00%,2.68,11%,1900,1
381,CA-2015-130792,,05-05-2015,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Houston,Texas,77095.00,Central,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9-16"" Spine, Black",12.18,4.00,80.00%,-18.87,-155%,1900,1
382,CA-2016-134775,,,First Class,AS-10285,Alejandro Savely,Corporate,United States,San Francisco,California,94109.00,West,OFF-PA-10004734,Office Supplies,Paper,Southworth Structures Collection,50.96,7.00,0.00%,25.48,50%,1900,1
383,CA-2016-134775,,,First Class,AS-10285,Alejandro Savely,Corporate,United States,San Francisco,California,94109.00,West,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7-8""",49.54,3.00,20.00%,17.34,35%,1900,1
384,CA-2015-125395,,,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Taylor,Michigan,48180.00,Central,TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41.90,2.00,0.00%,8.80,21%,1900,1
385,US-2015-168935,,12-02-2015,Standard Class,DO-13435,Denny Ordway,Consumer,United States,Pembroke Pines,Florida,33024.00,South,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray-Charcoal",375.46,3.00,45.00%,-157.01,-42%,1900,1
386,US-2015-168935,,12-02-2015,Standard Class,DO-13435,Denny Ordway,Consumer,United States,Pembroke Pines,Florida,33024.00,South,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,83.98,3.00,20.00%,-1.05,-1%,1900,1
387,CA-2015-122756,12-03-2015,12-07-2015,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140.00,East,TEC-MA-10001681,Technology,Machines,Lexmark MarkNet N8150 Wireless Print Server,482.34,4.00,70.00%,-337.64,-70%,2015,3
388,CA-2015-122756,12-03-2015,12-07-2015,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140.00,East,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,2.96,1.00,20.00%,0.78,26%,2015,3
389,CA-2014-115973,,,First Class,NG-18430,Nathan Gelder,Consumer,United States,Cincinnati,Ohio,45231.00,East,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,2.62,1.00,20.00%,0.43,16%,1900,1
390,CA-2017-101798,12-11-2017,,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,New York City,New York,10009.00,East,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",23.36,4.00,20.00%,7.88,34%,2017,11
